Rule	Period	dx	dy	dz	Iterations
UDUDLLDDRL	582	8	8	8	803747
UDUUDUULL	582	8	8	0	970302
DUDLLUUL	582	6	6	6	1040174
RLDLLLULL	582	5	5	0	32239173
UDRUUUULL	582	4	4	4	1439865
LULDUUUULL	582	4	4	0	937244
UULLUUDULL	582	3	3	2	32328667
DDDURRLLL	582	3	3	0	2169124
LLUULLLURL	582	2	2	2	1654487
RLRLUL	580	24	0	0	688896
UUDUULLRRL	580	16	0	0	662955
LLRLRULLRL	580	12	0	0	50913576
DRRRDDURL	580	8	0	0	1228525
DDUDRURLL	580	6	0	0	87978582
UULURRRULL	580	4	0	0	5353396
UDDLRDDLUL	578	7	7	0	39975948
LRUUDRULLL	578	6	6	0	794154
UDUUDLDDRL	578	5	5	0	840450
UDRDDRLUUL	578	4	4	0	46533375
RLRLRLULL	576	7	3	0	1447273
RRDLRUURL	576	6	6	6	2401498
DLDDULLLL	576	4	4	4	1806845
UUURLLLLUL	576	4	3	3	4405267
DLRRULRRUL	574	6	6	0	2322855
ULLRDLURL	574	4	4	0	3356650
UDUDUDRRUL	572	24	0	0	626706
DULLRLRL	572	12	0	0	789021
UUDUUUL	572	10	0	0	842415
RRDLUUULL	572	8	0	0	940846
LLRLLUURL	572	4	0	0	10287836
UDULRULLUL	570	10	3	1	701840
UDURRRLRUL	570	9	9	0	713135
ULULDUURLL	570	6	6	6	1281774
UDRUUULL	570	4	4	4	1209143
LULLUDLULL	570	4	4	0	1117740
RRUURURRRL	570	3	3	0	1007484
LLLLULDULL	570	2	2	2	93667427
LLLUUDDLUL	568	6	0	0	1000374
DRLLLLDURL	568	4	4	0	13342792
LLRLULDDUL	566	9	2	1	897645
URUUULLUL	566	5	5	0	4107453
LRLLRLLUL	564	16	0	0	746086
RRLRLURRL	564	12	0	0	56162606
UURRRRRRLL	564	8	0	0	3077108
LULDULLUL	564	6	0	0	1048670
RLDDULLL	564	4	4	4	1195980
LUUUDULUL	564	4	0	0	37647024
DLULLLRRL	562	4	4	0	877136
DUDURDLULL	560	12	0	0	665070
UUDURRDUL	560	10	0	0	848994
DDDDURLLUL	560	6	0	0	11480479
UDDURURLL	558	6	6	6	1712127
DDUDLULL	558	4	4	4	1389446
DUDUDURRL	556	24	0	0	609178
RRLRLLRUUL	556	16	0	0	643912
DRRRURDDRL	556	12	0	0	660424
RURLDUUL	556	8	0	0	953953
RDDDURLURL	556	4	0	0	1509296
DUDUDULDRL	554	6	6	0	10817137
UDLURRRRLL	554	5	5	0	1830798
RUDUULRRL	554	4	4	0	18510063
LRLLUUDRUL	554	4	3	3	4642120
UUUUULURL	554	3	3	0	1581214
LUUUULDUL	552	6	6	6	1085591
LLUDUULUL	552	6	0	0	1028905
LUUUUUDUL	552	4	4	4	1488715
RRURRRRLLL	552	2	2	2	1179160
RLRLUUULUL	550	6	6	0	755529
LRLRRLUUUL	550	6	1	1	2405387
RLRRLDUUUL	550	5	5	0	1211487
UDUUDULLL	548	16	0	0	705075
RLRLRUURLL	548	12	0	0	1047210
UDDURUULL	548	8	0	0	1031314
RLDLLRLUUL	548	6	4	2	1254850
DUDDLLDLUL	548	6	3	1	755888
DRRDURRL	548	4	0	0	122722068
DLDUUL	546	6	6	6	954382
ULURLUULLL	546	6	6	0	3023305
UDLURRRLL	546	5	5	0	1307101
UUDUURDLUL	546	5	4	1	849099
LLDULULLL	546	4	4	4	10334437
UULDUUULRL	546	4	4	2	886305
LLDULDDDRL	546	4	4	0	2669795
URUDLRDUD	544	5	4	3	2392629
ULURLULL	544	4	3	1	26872896
DULULLLULL	544	4	0	0	853538
DDRLLLRLUL	542	5	5	0	3059072
RLRLLRDDUL	542	5	3	2	805576
LLRLUURULL	542	4	4	0	845857
UUULLUULRL	542	3	3	0	952410
RRLLLRUDUL	540	20	0	0	603299
RRLRUULRUL	540	16	0	0	616113
DDUDUL	540	12	0	0	5030273
LULURULURL	540	8	0	0	995923
LDLUDDRUL	540	6	0	0	1022849
RLDDULL	540	4	4	4	1145586
LLLDLLRUUL	540	4	0	0	1621621
LDLDDLDDUL	540	3	3	2	35135544
RRRRURURUL	540	2	2	2	2053832
RRUULRULL	538	5	1	0	2465038
UDUDLRURLL	536	10	0	0	661299
LRLRRLUL	536	6	2	0	961761
UDRDDRULRL	536	6	0	0	1939483
LRRRRUUULL	534	7	7	0	705400
RLDDURRURL	534	6	6	6	733893
UUDULDULRL	534	5	5	0	1323951
DDDDUURLL	534	4	4	4	1219770
UUDURLRL	534	2	2	2	40202229
UDUUDULL	532	16	0	0	684918
DULLRUURUL	532	12	0	0	633568
UURRDUURL	532	8	0	0	876988
ULUULLLLRL	532	4	0	0	9746911
UDLULRL	530	6	6	0	10443454
LRUUDUULL	530	4	4	0	1259278
RLLRDUDULL	528	6	6	6	1380498
LDLUULULL	528	4	4	4	4806625
LULULLRLL	528	2	2	2	5856485
UUULRRLRRL	526	5	5	0	770745
LULURUUUL	526	3	3	2	1726640
LULDLUULLL	526	3	3	0	1282186
LRLRUL	524	16	0	0	673301
LDUUDLLUL	524	12	0	0	752069
DLLLRRUL	524	8	0	0	822624
RRDDRLDDRL	524	4	0	0	817961
DUDURUDUL	522	6	6	6	967699
DDRLLRDUD	522	5	5	0	1058382
RRRUURUUL	522	4	4	4	1193773
RDRURRDDRL	522	4	1	1	37422367
RRDLRRDDUL	520	8	0	0	697964
DULULLLUL	520	4	0	0	1190282
UUURDRURUL	518	6	6	0	712204
LRLLRURURL	518	5	5	0	756103
DLLRRLLUUL	518	4	4	0	59214698
DULLRURUL	516	12	0	0	736700
RRLRDRLUL	516	8	8	8	861705
RRULUUUDL	516	8	0	0	27274724
DUDRRULLL	516	6	6	6	956389
RLDDUL	516	4	4	4	1276675
RRRRRRDRUL	516	4	0	0	85541333
LDDUL	514	5	5	0	1041450
URULLLLULL	514	4	1	1	810199
UUUURUURUL	512	10	0	0	627967
RRRURRUUL	512	6	0	0	1011738
DUDLLUDLUL	512	5	3	2	4046885
RDRUULLURL	510	6	6	6	2506498
UDRLULUL	510	5	5	0	974676
UDUULLUUL	510	4	4	4	56511071
UULRRLUL	508	12	0	0	730998
UDDURUUL	508	8	0	0	36994499
UUUUDULLL	508	6	0	0	894142
DULDRUDURL	508	5	4	3	752098
RUUURULUL	508	4	0	0	18108805
UULULLULRL	506	3	3	0	39297306
LUDULUUDUL	504	8	0	0	2801265
RRULURUUL	504	6	6	6	954457
LUUDLLRUL	504	6	0	0	2753608
ULLUUDULLL	504	4	4	4	10554000
LULLRLRLL	504	4	2	2	9857999
RUUUUUDLUL	504	4	1	1	817347
RRURRRLLL	504	2	2	2	1802384
RLDDUURURL	502	7	2	1	665236
UDUDDDDLUL	502	6	6	0	784291
RLUUDDURLL	502	5	5	0	97297165
UDDULLLLLL	502	4	4	0	5994335
DULLRRUL	500	12	0	0	689854
UURRRRLL	500	8	0	0	1226813
ULURLUULL	500	6	0	0	927408
RRRRDRRUL	500	4	0	0	1206394
DULLRLLRRL	498	7	7	0	657917
LRDDUL	498	6	6	6	870097
DRLLURLLL	498	6	6	0	1081595
LRDRDLLURL	498	6	2	2	699932
UDDRDLRUL	498	5	5	0	1147686
URLRDUUUL	498	4	4	4	8493181
RUUURURURL	498	4	4	0	809189
LULLRUUUL	498	3	3	0	1356643
LLLDLLDUL	498	2	2	2	1772632
LLDUDDULUL	496	10	0	0	781247
RLLLLUULUL	496	6	2	2	681625
UURRDUDRUL	496	6	0	0	2211513
ULUURLRRRL	494	6	6	0	961039
ULURLLLLL	494	5	5	0	1001971
RUUURRLL	492	8	0	0	1029387
DRRLDDLULL	492	6	6	6	114451629
UUUUDUULRL	492	6	0	0	94751380
RUDUDULL	492	4	4	4	109006018
ULLLLLRLL	492	4	0	0	2126594
LULLUURL	492	2	2	2	2770200
LLURUULRUL	490	7	7	0	649396
RLDLUDDUUL	490	6	6	0	674084
RURDUUL	490	5	5	0	951383
RDUDURRL	490	4	4	0	1084151
URUUDRRLUL	490	3	3	0	5107572
UULURLUUL	488	6	0	0	945248
DUDULRULLL	488	4	3	3	25560963
UDRRLUL	486	8	8	8	758437
RUDURRDUL	486	6	6	6	903925
ULURLLLL	486	5	5	0	936428
UULRRRLRL	486	4	4	4	867610
UDDULLLLL	486	4	4	0	9938073
RDDDDDRURL	486	2	2	2	2265783
UUDDDULRLL	484	12	0	0	577194
LUUDULL	484	8	0	0	950695
DURRLULRLL	484	6	0	0	1444264
DDDDRRDUD	484	4	0	0	8070700
DDRRLLRDUL	482	5	2	1	2604810
ULRLRUULL	482	4	4	0	23067347
DDUDLRLUL	480	6	6	6	909232
DUDDUDLRUL	480	6	5	1	701589
LLLDLLULRL	480	6	0	0	676528
UDUULLLUUL	480	5	3	2	4899411
RUDLLULL	480	4	4	4	1049135
ULUUUULLRL	480	2	2	2	41558481
RLDUULLLUL	478	9	1	0	599342
LLRLUURLUL	478	5	5	0	2411051
RRUDUURRRL	478	4	4	0	746173
DDUDUUURL	476	12	0	0	2830687
DURULURL	476	10	0	0	790515
ULLULLDUL	476	8	0	0	826223
UDUUDLUUUL	476	6	6	0	687396
LLLUDLDUUL	476	6	0	0	657731
RUUUUDLRUL	476	4	4	2	4794106
UUUDUUUL	476	4	1	1	1016834
ULUURLRL	476	4	0	0	19493610
DDDUDRDLUL	476	3	2	1	23226047
DURLLUUUL	474	9	1	0	753826
DUDULDLRUL	474	7	7	0	628576
LRDRDURL	474	6	6	6	838297
DULLRUL	474	6	6	0	828400
LLDURLLLLL	474	5	5	0	689805
UDUULRL	474	4	4	4	6944413
ULLLULLURL	474	3	3	0	854112
RLRRLRLLUL	472	10	0	0	584686
URRRURDUL	472	6	0	0	71817254
RRURRURUUL	472	4	0	0	2281617
RRLRUDRURL	470	7	7	0	623682
LUULUDUUL	470	6	4	4	880413
UDUULRUL	470	5	5	0	891346
LDDURL	470	4	4	0	1718615
UULRLDUL	468	8	0	0	733015
UDDRLDLULL	468	6	6	6	765858
UUUUDLLUL	468	6	0	0	870152
RLRLRUDRUL	468	5	3	2	1111943
LRRUULLURL	468	4	4	4	753078
ULLLUUULRL	468	4	0	0	6815577
UUDULLDUL	466	5	5	0	7095051
LULRLRULUL	464	8	0	0	594401
RURDULRRL	464	5	3	2	24935699
RLRLLUUL	462	10	10	0	669445
DURRL	462	8	8	8	721150
UURURLURUL	462	6	6	6	635512
UUDURRRLL	462	4	4	4	979639
DLDLDULLLL	462	2	2	2	995116
DULLRLUULL	460	12	0	0	546883
UUULDLURL	460	8	0	0	15297289
LDDLDLLDUL	460	6	0	0	636297
RUUDLUUL	460	4	0	0	975762
DUDULRRUL	458	7	7	0	794610
DRRLDLDDRL	458	6	6	0	632138
DLDLRLDRL	458	4	4	0	1106429
DUDLRDURL	456	6	6	6	851347
RRUUL	456	4	4	4	1519945
DDDULLLDUL	456	2	2	2	966552
DDLLDUDURL	454	5	5	0	3599397
UULDUUL	454	5	3	0	921669
DUDRRDLULL	454	4	4	0	7885030
URRULLULUL	454	3	3	0	1256317
DURRLRRLLL	452	12	0	0	537961
DDRURRRRL	452	8	0	0	1160071
RLRLURULL	452	6	0	0	955391
URUUUL	452	4	0	0	1121505
UDLRRRUL	450	6	6	0	786202
DDURUURLL	450	5	5	0	2850569
RRLRDUUL	450	4	4	4	1422352
UULULRUULL	450	4	4	0	732396
LLLLDLDDRL	450	2	2	2	50017388
RLUDDLLULL	448	8	0	0	575555
UDURRRUL	448	6	0	0	785228
DDULRLLRUL	446	6	6	0	614833
DULURDLLUL	446	5	5	0	650675
UUULURLULL	446	4	4	0	696155
RRDLRRRUUL	446	4	3	1	698824
ULUULUURUL	446	3	3	0	1064897
DUUURLRL	444	12	0	0	810998
DUDULLRLL	444	9	6	1	668293
RLURUL	444	8	0	0	705196
DUURUULLLL	444	6	6	6	734590
LDDLUULLL	444	6	0	0	901088
LLUULRUUL	444	4	4	4	1085614
RRLRRUUUL	444	4	2	2	1012683
UURUURUUL	444	4	0	0	78107583
UDUDRLLUL	442	9	9	0	698728
LRLUULRLUL	442	6	2	2	640147
LDLLUULLUL	442	4	4	0	3482642
UUURULUUL	442	3	3	0	1465337
ULURLULRLL	440	8	0	0	565322
ULLRLDULLL	438	6	6	6	617553
DDUDDRURUL	438	6	6	0	601854
LRLRUURULL	438	5	5	0	667246
RRUDURUL	438	4	4	4	7812831
LLLDDURLLL	438	4	4	0	683569
RUUUURDRL	438	2	2	2	2137292
LRDDUDDUD	436	12	0	0	622415
RRRRRLLURL	436	8	0	0	646310
UDULLUDUUL	436	6	2	2	13938933
UULRRLLLUL	436	6	0	0	4991657
LUULULRL	436	4	0	0	2083192
LRLRRRLDUL	434	7	2	1	2142959
LDLURURLL	434	5	5	0	33741431
UDUUUUL	434	4	4	0	25077164
LDDULLLRLL	434	3	3	0	44491481
UUDUULRLL	432	4	4	4	918534
DULULUUULL	432	4	0	0	677810
UURLLLLUL	432	2	2	2	9882778
DURURUDUL	430	5	3	2	879088
RUDULRRLL	430	4	4	0	128210805
LDUDULLL	428	8	0	0	16758809
LUULUDULL	428	6	0	0	804538
DURDDUDLUL	428	5	3	2	649731
ULLLLRLL	428	4	0	0	2408063
DUDUURRRLL	426	7	7	0	562755
RULRLLULL	426	6	6	6	792096
RRURUDUL	426	5	5	0	83106018
RRURDRULL	426	4	4	4	1012847
ULLLDDLUL	426	4	4	0	971793
UUUUDURRRL	426	3	3	0	782787
LDLDLDUL	426	2	2	2	24822424
UDUUDLULL	424	7	3	2	743452
DULULLLLLL	424	5	2	1	25587914
UUURUURUL	422	6	6	0	782580
UDLDDLLULL	422	4	3	1	2229003
UUUUUULRUL	422	3	3	0	1367084
RRLRRULRUL	420	12	0	0	498792
LUDDDLURL	420	8	0	0	851184
DLDRDDRDUL	420	6	6	6	599835
DDLDDUULLL	420	6	0	0	878417
RUUDLDLUL	420	4	4	4	2696608
RUURULL	420	4	0	0	8929802
URRULRDUD	420	3	3	2	1776383
ULLUDDRUUL	418	5	5	0	1680724
UUURLDUULL	418	4	4	0	74567983
UUULRLUUL	418	4	2	0	38312161
UUULRDUUL	418	3	3	0	2769050
LDDDULLLLL	416	6	0	0	708983
RRRRRRULUL	416	4	0	0	750480
RLRRRULLL	414	4	4	4	32716209
DRDLLDURUL	414	4	4	0	1863894
LDLLDDUL	414	3	3	0	45401489
LUUUULRLL	414	2	2	2	1341479
DLRULL	412	8	0	0	3329761
UURLUDRLUL	412	5	3	0	2018309
DUUUUUL	412	4	2	2	873716
UUULURUL	412	4	0	0	2624302
DUDUULLLL	410	7	7	0	710184
UDLRRUDURL	410	6	6	0	568102
UUUDURUDUL	410	4	4	0	39271005
ULUURRRL	410	3	3	0	1851702
UDUDRRULRL	408	6	6	6	561803
UDRRLLRUUL	408	6	0	0	970507
UDRRLDUL	408	4	4	4	865055
UDDRUUDDRL	408	4	3	1	115407171
LDLDLDLULL	408	4	0	0	642073
URUULLLLL	408	2	2	2	5185106
URUULRUL	406	5	5	0	771454
LRUUDRRUL	406	5	3	2	824647
URUUULRUL	406	4	4	0	942000
LDLUDUL	406	3	3	0	1392927
LUULRRLULL	404	8	0	0	21688775
LUDDRDDDUL	404	6	0	0	1478169
UUDULLDDRL	404	5	3	2	631542
LLDLURULL	404	5	3	0	1120695
DDDDRDDDRL	404	4	0	0	638395
RDRLUULUL	402	5	5	0	14594187
UUUDUURRL	402	4	4	4	627315
RRRURURRL	402	2	2	2	2636268
UDULLLULL	400	8	0	0	1996586
LLDRDLUUL	400	6	0	0	788569
DURDDURL	400	5	3	2	764762
RLRLDRDDUL	398	7	4	3	527228
URRLDUUUL	398	6	6	0	833746
URULRDDDRL	398	5	5	0	693938
DRRDURLLL	396	8	0	0	13295993
URUUULULL	396	6	6	6	734377
DDDUDDDDUL	396	6	2	0	546570
LUUUUULRLL	396	5	3	2	573793
LRUUDRUL	396	5	2	1	751014
LLUUUDUL	396	4	4	4	1205415
LLDLLDUL	396	4	0	0	843221
LLLRRRULL	396	2	2	2	1569683
URULRRDUD	394	5	5	0	807947
UUURUDUUUL	394	4	4	0	658241
DDDDRRDRL	394	2	2	0	4467612
DUDUURRRL	392	6	2	2	538694
UUULUURRL	392	6	0	0	653834
DLLDDDUULL	392	4	2	0	656419
URUUUDUULL	392	4	0	0	1846374
UUURRUUL	390	6	6	6	683224
UURRDLURL	390	4	4	4	3371203
LDLLRDDULL	390	3	3	0	1491302
UURLULLURL	390	2	2	2	31499147
DRDULRRLL	388	8	0	0	1969766
UUUDULRL	388	6	0	0	22771445
DRDRDRDUL	388	4	0	0	18307270
UULRRRLL	386	5	5	0	763686
LDUUURDRUL	386	4	4	0	56832354
DRLRRLUL	386	3	3	0	119069937
LRLRDDLUUL	384	6	6	6	531159
RLRRUURLL	384	6	0	0	1098522
LDLLRRLUL	384	4	4	4	112962244
UDLDRRURUL	384	4	3	1	652825
URURRRUUL	384	2	2	2	1771780
RRUDDDULRL	382	5	5	0	1590855
DUDRRDDUD	382	4	3	1	2664760
DLDLLLUL	382	3	3	0	8627444
URULRUL	380	8	0	0	593334
UDURRRULUL	380	6	2	2	525137
URULULRL	380	4	0	0	835297
URULUULLLL	378	6	6	6	529861
RLRLLRRULL	378	5	5	0	1901357
DRURRRRRL	378	4	4	4	589989
LLRLLURUUL	378	4	4	0	589996
LLDLULUULL	378	4	2	0	590104
LRRLLLRUUL	378	3	3	0	3170147
RRURRURL	378	2	2	2	1224884
UDUUDUURLL	376	8	0	0	2947898
RDUUURLLL	376	6	0	0	12023768
RRRRRULUL	376	4	0	0	2938632
DDUDDLULLL	374	5	5	0	541818
DURULDRLUL	374	4	2	0	588958
DDLUDLDURL	374	3	3	0	657362
DDLLUL	372	8	0	0	583636
LLRLUUL	372	4	4	4	3732267
LLLRLUL	372	4	2	0	811228
UURRURRURL	372	4	0	0	592641
DUUDUULL	372	2	2	2	63617751
LRRDUUULL	370	5	5	0	13527020
DDUDDLULL	370	4	4	0	843699
UUDUDULLLL	370	4	2	0	1221259
RDRLLRDRL	368	6	0	0	13061578
DDLDUDDULL	368	4	0	0	577228
ULUDULUUL	366	5	5	0	750310
ULRLLL	366	4	4	4	823234
UUDULURRLL	366	4	4	0	1188125
UUDDUDUUUL	366	4	0	0	15613836
ULLURURLL	366	2	2	2	114156180
DUDUL	364	12	0	0	500283
LDUUULLL	364	8	0	0	570362
UDUUDRDDRL	364	6	3	1	504654
LRLDULUL	364	6	0	0	854307
DURRLLUL	364	4	0	0	18010412
LRLLDLLLUL	362	4	4	0	3831930
DLDLULLURL	362	4	2	2	612553
LLDLUUUL	362	3	2	1	67168304
DRRLURDUL	360	6	6	6	708352
URRULRRUL	360	4	4	4	821275
LLLULLURLL	360	2	2	2	61577312
UDDLLURRL	358	5	5	0	560143
LRRDDURLL	358	4	4	0	822784
DRLULRLLL	358	4	2	0	107937687
LLLRDLDRUL	358	3	3	0	3276824
DUUDRRULL	356	8	0	0	83275993
RLRRLURLUL	356	6	6	0	489038
DUDUDUURUL	356	6	0	0	638777
UUURLURLL	356	4	1	1	1962984
RRRUUL	356	4	0	0	833285
LRLLRLRLUL	354	5	5	0	581784
RLULURRL	354	4	4	4	787259
RDUUURL	354	3	3	0	5747115
DLDDDDUL	354	2	2	2	3986476
DDRLUDURL	352	6	0	0	28026492
UULULRULLL	352	4	0	0	552258
RRDRUDDUD	350	4	4	0	806980
UURLRUL	350	3	3	0	3488762
UULUURDUL	348	8	0	0	998965
UDUDLLUUUL	348	6	6	6	482779
DUDDULDUL	348	6	6	0	645047
DUDUDUURL	348	6	0	0	1095546
RDDRUL	348	4	4	4	21606308
ULLLRLL	348	4	0	0	42553228
UUUULURUL	348	2	2	2	1239195
RRLRDLRRUL	346	5	5	0	503223
DLLULLURLL	346	4	4	0	542632
RUUUUUUDL	346	3	3	0	635269
RRLRURLUL	342	5	5	0	692477
RLURUUL	342	4	4	4	96359279
RLRRURLLL	342	4	4	0	2078105
LULLLRUULL	342	4	2	0	592546
RRRRUL	342	3	3	0	974250
DLLLLLULL	342	2	2	2	1217853
UDUULLLL	340	8	0	0	1288826
LLURLLLL	340	6	0	0	597755
UDUUDRDUL	340	4	2	0	1636605
UUURRLLL	340	4	0	0	799385
UUUDURULLL	340	3	1	0	3428172
DUDURLL	338	7	7	0	558733
RUDDDLLULL	338	4	4	0	2908496
LLLUUURLL	338	3	3	0	1410880
LLLUUUULRL	338	2	2	0	123149617
DURRLLLLLL	336	6	6	6	476530
DULLRDRRUL	336	6	0	0	463371
URURRRUL	336	4	4	4	712658
LULURLLUL	336	4	1	1	840145
RDRRDRDRL	336	4	0	0	801840
DUDDURURLL	336	2	2	2	13085469
RLDUUUUULL	334	6	6	0	461810
LRURDLRDUL	334	4	3	1	62830046
RLUUDLUL	334	3	3	0	7516629
UDUDUUDDUL	334	2	2	0	805090
DDUDRULLRL	332	12	0	0	395172
UURLRUUL	332	8	0	0	5086252
LDLDDDULL	332	6	0	0	615728
LLUDUUL	332	4	0	0	1596638
RLRLDRUUL	330	7	7	0	571634
DRDULURRL	330	5	5	0	71498301
UUDURRLL	330	4	4	4	699755
UDUUDLLUL	330	4	4	0	1085601
UURRRRRUL	330	3	3	0	1841757
DDRRRRDUD	330	2	2	2	1180186
RULRLDDRUL	328	7	2	1	435704
URRRUUURUL	328	4	0	0	522766
DULRRRRUUL	326	6	6	0	452140
DDLLLRLDUL	326	4	4	0	510193
LRLLRUULL	326	3	3	0	63462199
LLLUULDUUL	326	2	2	0	696283
RRRULRRRL	324	8	0	0	430733
DURRLLLLL	324	6	6	6	633500
DUDDURLUL	324	6	0	0	46181050
LRRLLDRULL	324	5	1	0	470276
URUUULRL	324	4	4	4	704271
UUUULURL	324	4	0	0	688327
ULUURUUUUL	324	3	1	0	128847651
DLDDLLUL	324	2	2	2	1350783
RLRRRDRRUL	322	4	4	0	22665358
URRUUULLL	322	3	3	0	20682142
DDUDDDULRL	320	6	1	1	1282524
UUDULUDRUL	318	5	5	0	466910
URRUURUL	318	4	4	4	700964
DUUDRLLUUL	318	3	3	0	30750541
UUUUDULL	318	3	1	0	793591
DLLLLULLL	318	2	2	2	1030625
UUUURUDDRL	318	2	2	0	55324679
LLUDUL	316	8	0	0	746737
RLLDDULRUL	316	6	0	0	575559
URURLRL	316	4	0	0	962016
RDDDDDUL	314	3	3	0	928707
DURRLLLL	312	6	6	6	570441
URULRRRL	312	6	0	0	549895
DUUUULUL	312	4	4	4	50069091
LDLRUDDDUL	312	4	2	0	33152345
LDLLDLULL	312	4	0	0	2162525
LULLUURRRL	312	3	2	1	18189633
LLULRLL	312	2	2	2	20383165
ULUULRL	310	3	3	0	91118935
UUDUDDUUL	308	8	0	0	520940
ULULURL	308	6	0	0	541989
LLUDDULL	308	4	0	0	3860470
LLDLLDDULL	308	3	2	1	594079
LRDURL	306	8	8	0	477967
UDLDDURL	306	6	6	6	537197
UULRRRLLLL	306	5	5	0	446157
UUDURRL	306	4	4	4	648867
DLLDLDURL	306	3	3	0	13223577
DLLLLULL	306	2	2	2	991737
UUUDUULRUL	304	6	0	0	439049
DLDRLLDRUL	304	4	3	1	485066
UDUDUUULUL	304	4	2	0	546759
LDDDDDUUL	304	4	0	0	1365258
DULULULL	302	4	4	0	642285
RURUUL	302	3	3	0	795410
UUDUURDUD	300	12	0	0	429070
ULLUURRUL	300	8	0	0	493276
DURRLLL	300	6	6	6	533132
DDUDDDUL	300	6	2	0	525794
DUUUULL	300	4	4	4	61482687
RUURUURL	300	4	0	0	641888
LULUUUURL	300	2	2	2	1464747
RRRRRRRUL	300	2	2	0	51359641
UUDULLDULL	298	4	4	0	465091
RRURDDDDRL	298	3	3	0	866318
URUURRL	298	2	2	0	1253913
UDDLLULRRL	296	6	0	0	417154
URULRLULL	296	4	2	2	675216
DURURRDDRL	296	4	0	0	464424
RRLRDDURL	294	4	4	4	670431
LLRLRUDUL	294	4	4	0	944893
LDLUUULLL	294	3	3	0	886600
UUUDLUDLUL	294	3	2	1	22565402
URUURUUL	294	2	2	2	97398976
RLLRDRULL	292	8	0	0	26348188
URUURRRL	292	4	0	0	626161
LRURULUDUL	290	3	3	2	903127
ULLULLURL	290	3	3	0	797781
DLDDDLUL	290	2	2	0	96316692
RURDDRULUL	288	8	0	0	371447
DURRLL	288	6	6	6	517465
DRDULLRLUL	288	6	0	0	11747742
DUUULUL	288	4	4	4	43922630
DLLDDULLL	288	4	0	0	1475248
UDUUDUUL	288	2	2	2	3013182
DDDDDDUULL	288	2	2	0	132245862
DUDUUUUULL	286	6	6	0	393148
DRDDLRRUL	286	4	4	0	702863
RRLRUUDUL	286	3	3	0	774178
DDUDLURL	284	8	0	0	446585
LLURLLUL	284	5	3	0	555309
LUULLDUL	284	4	0	0	624907
RRLRDDUL	282	4	4	4	597951
RRDDLRDDRL	282	4	4	0	440129
RUUUUDULLL	282	3	3	0	2896493
DRURURRL	282	2	2	2	913631
ULLRUULLL	282	2	2	0	5105883
UDDDDUUL	280	4	2	2	631317
UDRUULRLUL	280	4	2	0	47915503
UULDUURRUL	280	4	0	0	20775647
RRURURRRUL	280	3	1	0	494521
LLLLLUDUL	280	2	2	0	29089746
ULLLURRLUL	278	4	4	0	436218
DLDDRLLLRL	278	3	3	0	509159
UUUDURULL	276	8	0	0	454047
ULURRURRRL	276	5	2	1	411917
DUUULL	276	4	4	4	859425
RLRLDDLDUL	276	4	2	0	2353778
ULUURRLRL	276	4	0	0	46111846
UUUULRRRL	276	2	2	2	12940447
UDDUULUULL	276	2	2	0	58840690
LLLRLUUULL	274	6	2	0	378392
RRLRDRRUUL	274	4	4	0	451830
UULUULRLL	274	3	3	0	836789
RLLUULULLL	274	2	2	0	89380291
UUDULLRLLL	272	8	0	0	349446
UDUULDRRUL	272	6	0	0	658334
DDLDULLLL	272	4	0	0	2487191
DUDUUUULL	270	6	6	0	500756
LLLRLUUUL	270	6	2	0	502472
UURLLLRRL	270	4	4	4	463212
UDLLRDDDUL	270	4	4	0	423671
LULDLLUL	270	3	3	0	1111262
DLLLULL	270	2	2	2	875061
DLDDDDDULL	270	2	2	0	19647187
LDLLULUUL	268	8	0	0	440132
LLURRRLUL	268	6	0	0	2676772
LLUURULLLL	268	5	3	2	388357
DUUUDURL	268	4	0	0	3244881
URRLDDDULL	268	3	3	2	1865818
UUUDULLL	266	6	2	0	465038
RRUDUURRL	266	4	4	0	417162
LDLDDDDURL	266	3	3	0	1593786
LLLULURULL	266	3	2	1	695369
URLLLLUULL	266	3	1	0	34405925
UUDULLUL	266	2	2	0	52450837
LLRLDRLRUL	264	8	0	0	338133
RRLLDDLUL	264	6	0	0	491576
RRLRUUURL	264	4	4	4	602053
RDUUURDLUL	264	4	3	3	464296
DDLRLUL	264	4	0	0	598547
UDDUULLLL	264	3	1	0	2444691
UUDLDUUL	264	2	2	2	15557495
LLLLLRRUL	264	2	2	0	1178923
RLDULL	262	7	7	0	430047
LULRRUL	262	4	4	0	560288
LLDULURLLL	262	3	3	0	9116317
UDULRL	260	12	0	0	358690
UUDULLRRL	260	8	0	0	334032
DDRDDUL	260	4	0	0	5731260
LLUULLRL	258	4	4	4	551528
LLDRDLUL	258	4	4	0	607245
UDUDRURLL	258	3	3	0	1599665
RDDDDRUULL	258	3	2	1	3448427
ULRLRRRL	258	2	2	2	75774451
UUDULLRLUL	256	8	0	0	328894
UDDLLLDULL	256	6	0	0	506093
DLULLULUL	256	4	0	0	585892
UDULLULRUL	256	3	2	1	454975
DRDLDUDURL	256	2	2	2	114850449
DUDUUULL	254	6	6	0	443945
RDUDUURRL	254	4	4	0	2628122
LULLLRDUL	254	3	3	0	10323511
DRRRLLUUL	254	3	2	1	5675143
RUUUURRRL	254	2	2	0	3579905
UUDULLRUL	252	8	0	0	414476
DUULL	252	4	4	4	95967218
